source_path,proposed_destination,filename,record_type,authority_layer,lifecycle,access,governing_source,supersedes,superseded_by,duplicate_status,reference_risk,rationale,confidence,owner_decision_required
docs/CADENCE_CLOSEOUT_PLAN_2026-06-30.md,docs/governance/CADENCE_CLOSEOUT_PLAN_2026-06-30.md,CADENCE_CLOSEOUT_PLAN_2026-06-30.md,operating_model,sentinel_ai,superseded,internal,needs_owner_mapping,d plans so they do not leak into current execution.,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CADENCE_INDEX_2026-06-30.md,docs/GBP/assessments/CADENCE_INDEX_2026-06-30.md,CADENCE_INDEX_2026-06-30.md,operating_model,MOB,active_supporting,internal,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CANONICAL_DOCUMENTS_INDEX_2026-05-11.md,docs/governance/CANONICAL_DOCUMENTS_INDEX_2026-05-11.md,CANONICAL_DOCUMENTS_INDEX_2026-05-11.md,doctrine,sentinel_ai,canonical_active,internal,docs/CANONICAL_DOCUMENTS_INDEX_2026-05-11.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CDNLUX_SENTINELOS_INTEGRATION.md,docs/governance/CDNLUX_SENTINELOS_INTEGRATION.md,CDNLUX_SENTINELOS_INTEGRATION.md,policy,sentinel_os,canonical_active,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CLARITY_MEMORY_LAYER_PARTNER_PORTAL_SPECIFICS_QUERY_MANIFEST_2026-06-17.md,docs/governance/CLARITY_MEMORY_LAYER_PARTNER_PORTAL_SPECIFICS_QUERY_MANIFEST_2026-06-17.md,CLARITY_MEMORY_LAYER_PARTNER_PORTAL_SPECIFICS_QUERY_MANIFEST_2026-06-17.md,blueprint,sentinel_ai,canonical_active,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CLARITY_MEMORY_LAYER_PARTNER_PORTAL_SPECIFICS_QUERY_RESULT_2026-06-17.md,docs/governance/CLARITY_MEMORY_LAYER_PARTNER_PORTAL_SPECIFICS_QUERY_RESULT_2026-06-17.md,CLARITY_MEMORY_LAYER_PARTNER_PORTAL_SPECIFICS_QUERY_RESULT_2026-06-17.md,blueprint,sentinel_ai,unresolved,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CODE_AND_DOCS_SPLIT_REVIEW_2026-06-02.md,docs/governance/CODE_AND_DOCS_SPLIT_REVIEW_2026-06-02.md,CODE_AND_DOCS_SPLIT_REVIEW_2026-06-02.md,policy,sentinel_ai,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CODE_OPTIMIZATION_PLAN_2026-05-11.md,docs/governance/CODE_OPTIMIZATION_PLAN_2026-05-11.md,CODE_OPTIMIZATION_PLAN_2026-05-11.md,policy,sentinel_ai,archive_candidate,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/COMMERCIAL_ASSETS_2026-04-29.md,docs/governance/COMMERCIAL_ASSETS_2026-04-29.md,COMMERCIAL_ASSETS_2026-04-29.md,policy,sentinel_ai,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/COMMERCIAL_ASSETS_2026-04-29.pdf,docs/governance/COMMERCIAL_ASSETS_2026-04-29.pdf,COMMERCIAL_ASSETS_2026-04-29.pdf,archive_candidate,sentinel_os,archive_candidate,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CONTRACT_RECLAMATION_FACEPLANE_ALIGNMENT_PLAN_2026-05-31.md,docs/governance/CONTRACT_RECLAMATION_FACEPLANE_ALIGNMENT_PLAN_2026-05-31.md,CONTRACT_RECLAMATION_FACEPLANE_ALIGNMENT_PLAN_2026-05-31.md,doctrine,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CONTRACT_RECLAMATION_FACEPLANE_BEFORE_AFTER_REVIEW_2026-05-31.md,docs/governance/CONTRACT_RECLAMATION_FACEPLANE_BEFORE_AFTER_REVIEW_2026-05-31.md,CONTRACT_RECLAMATION_FACEPLANE_BEFORE_AFTER_REVIEW_2026-05-31.md,doctrine,sentinel_ai,active_supporting,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CONTRACT_RECLAMATION_IMPORT_OR_STANDALONE_DECISION_2026-06-01.md,docs/governance/CONTRACT_RECLAMATION_IMPORT_OR_STANDALONE_DECISION_2026-06-01.md,CONTRACT_RECLAMATION_IMPORT_OR_STANDALONE_DECISION_2026-06-01.md,approval_result,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CORRECTED_SENTINEL_AI_COMMAND_ACCESS_VERBIAGE_REVIEW_RESULT_2026-06-17.md,docs/governance/CORRECTED_SENTINEL_AI_COMMAND_ACCESS_VERBIAGE_REVIEW_RESULT_2026-06-17.md,CORRECTED_SENTINEL_AI_COMMAND_ACCESS_VERBIAGE_REVIEW_RESULT_2026-06-17.md,operating_model,sentinel_ai,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CURRENT_APPROVALS_AND_DECISIONS_2026-06-01.md,docs/governance/CURRENT_APPROVALS_AND_DECISIONS_2026-06-01.md,CURRENT_APPROVALS_AND_DECISIONS_2026-06-01.md,operating_model,sentinel_ai,review_held,held,docs/SENTINEL_MANAGED_REPOSITORY_ORGANIZATION_CONTROL_PACKET_2026-06-01.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CURRENT_SENTINEL_DEPLOYMENT_FOOTPRINT_EXECUTIVE_INTAKE_RECONCILIATION_2026-06-12.md,docs/governance/CURRENT_SENTINEL_DEPLOYMENT_FOOTPRINT_EXECUTIVE_INTAKE_RECONCILIATION_2026-06-12.md,CURRENT_SENTINEL_DEPLOYMENT_FOOTPRINT_EXECUTIVE_INTAKE_RECONCILIATION_2026-06-12.md,operating_model,evidence_only,historical,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CURRENT_WORKTREE_EVIDENCE_BASELINE_2026-07-05.md,docs/GBP/assessments/CURRENT_WORKTREE_EVIDENCE_BASELINE_2026-07-05.md,CURRENT_WORKTREE_EVIDENCE_BASELINE_2026-07-05.md,operating_model,MOB,active_supporting,public,docs/NUNN_CORPORATION_MASTER_OPERATING_BINDER_2026-06-15.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CUSTOMER_DISCOVERY_INTAKE_AND_RISK_QUESTIONNAIRE_2026-07-03.md,docs/governance/CUSTOMER_DISCOVERY_INTAKE_AND_RISK_QUESTIONNAIRE_2026-07-03.md,CUSTOMER_DISCOVERY_INTAKE_AND_RISK_QUESTIONNAIRE_2026-07-03.md,template,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CUSTOMER_DISCOVERY_INTAKE_AND_RISK_QUESTIONNAIRE_POPULATED_RESULT_2026-07-03.md,docs/governance/CUSTOMER_DISCOVERY_INTAKE_AND_RISK_QUESTIONNAIRE_POPULATED_RESULT_2026-07-03.md,CUSTOMER_DISCOVERY_INTAKE_AND_RISK_QUESTIONNAIRE_POPULATED_RESULT_2026-07-03.md,approval_result,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/CUSTOMER_IMPLEMENTATION_SCOPE_AND_RISK_PACKET_2026-07-03.md,docs/governance/CUSTOMER_IMPLEMENTATION_SCOPE_AND_RISK_PACKET_2026-07-03.md,CUSTOMER_IMPLEMENTATION_SCOPE_AND_RISK_PACKET_2026-07-03.md,approval_result,sentinel_ai,review_held,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DAILY_BRIEF_2026-04-23.md,docs/governance/DAILY_BRIEF_2026-04-23.md,DAILY_BRIEF_2026-04-23.md,operating_model,sentinel_ai,historical,protected,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DAILY_BRIEF_2026-04-24.md,docs/governance/DAILY_BRIEF_2026-04-24.md,DAILY_BRIEF_2026-04-24.md,operating_model,sentinel_ai,historical,protected,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DAILY_BRIEF_RETENTION_RULE.md,docs/governance/DAILY_BRIEF_RETENTION_RULE.md,DAILY_BRIEF_RETENTION_RULE.md,operating_model,evidence_only,superseded,protected,needs_owner_mapping,them.,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DAILY_EXECUTIVE_CADENCE_PLAN_2026-06-16_AND_2026-06-17.md,docs/governance/DAILY_EXECUTIVE_CADENCE_PLAN_2026-06-16_AND_2026-06-17.md,DAILY_EXECUTIVE_CADENCE_PLAN_2026-06-16_AND_2026-06-17.md,template,sentinel_ai,review_held,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DAILY_OPERATING_GOAL.md,docs/governance/DAILY_OPERATING_GOAL.md,DAILY_OPERATING_GOAL.md,policy,sentinel_ai,archive_candidate,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DAILY_REPORT_2026-04-21.md,docs/governance/DAILY_REPORT_2026-04-21.md,DAILY_REPORT_2026-04-21.md,cadence,sentinel_os,active_supporting,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DEAL_EXECUTION_ENGINE_POSITIONING.md,docs/governance/DEAL_EXECUTION_ENGINE_POSITIONING.md,DEAL_EXECUTION_ENGINE_POSITIONING.md,approval_result,sentinel_os,archive_candidate,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DECISION_QUEUE_CLEARANCE_2026-06-01.md,docs/governance/DECISION_QUEUE_CLEARANCE_2026-06-01.md,DECISION_QUEUE_CLEARANCE_2026-06-01.md,approval_result,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DEMO_CONTRACT.md,docs/governance/DEMO_CONTRACT.md,DEMO_CONTRACT.md,approval_result,sentinel_ai,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DEPLOYMENT.md,docs/governance/DEPLOYMENT.md,DEPLOYMENT.md,approval_result,sentinel_os,archive_candidate,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DIAGNOSTIC_SETTINGS_IMPLEMENTATION_AUTHORITY_REQUEST_2026-05-31.md,docs/governance/DIAGNOSTIC_SETTINGS_IMPLEMENTATION_AUTHORITY_REQUEST_2026-05-31.md,DIAGNOSTIC_SETTINGS_IMPLEMENTATION_AUTHORITY_REQUEST_2026-05-31.md,approval_result,sentinel_ai,active_supporting,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DIAGNOSTIC_SETTINGS_IMPLEMENTATION_EXECUTION_RESULT_2026-05-31.md,docs/governance/DIAGNOSTIC_SETTINGS_IMPLEMENTATION_EXECUTION_RESULT_2026-05-31.md,DIAGNOSTIC_SETTINGS_IMPLEMENTATION_EXECUTION_RESULT_2026-05-31.md,approval_result,sentinel_ai,active_supporting,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DIAGNOSTIC_SETTINGS_IMPLEMENTATION_PLAN_ONLY_REQUEST_2026-05-30.md,docs/governance/DIAGNOSTIC_SETTINGS_IMPLEMENTATION_PLAN_ONLY_REQUEST_2026-05-30.md,DIAGNOSTIC_SETTINGS_IMPLEMENTATION_PLAN_ONLY_REQUEST_2026-05-30.md,evidence,sentinel_ai,review_held,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DIAGNOSTIC_SETTINGS_MUTATION_MANIFEST_2026-06-01.md,docs/governance/DIAGNOSTIC_SETTINGS_MUTATION_MANIFEST_2026-06-01.md,DIAGNOSTIC_SETTINGS_MUTATION_MANIFEST_2026-06-01.md,approval_result,sentinel_ai,active_supporting,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DOCUMENTATION_POLICY_GUARDRAIL.md,docs/GBP/doctrine/DOCUMENTATION_POLICY_GUARDRAIL.md,DOCUMENTATION_POLICY_GUARDRAIL.md,doctrine,GBP,historical,held,needs_owner_mapping,,,none,high,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DOE_T2_CDT_001_FACEPLANE_CONTROL_INPUT_2026-05-31.md,docs/governance/DOE_T2_CDT_001_FACEPLANE_CONTROL_INPUT_2026-05-31.md,DOE_T2_CDT_001_FACEPLANE_CONTROL_INPUT_2026-05-31.md,evidence,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/DOE_T2_CDT_001_VALIDATION_AND_RELEASE_CONTROL_REVIEW_2026-06-18.md,docs/governance/DOE_T2_CDT_001_VALIDATION_AND_RELEASE_CONTROL_REVIEW_2026-06-18.md,DOE_T2_CDT_001_VALIDATION_AND_RELEASE_CONTROL_REVIEW_2026-06-18.md,review_result,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/ED25519_KEY_MANAGEMENT_AND_COMPATIBILITY_REVIEW_2026-06-17.md,docs/governance/ED25519_KEY_MANAGEMENT_AND_COMPATIBILITY_REVIEW_2026-06-17.md,ED25519_KEY_MANAGEMENT_AND_COMPATIBILITY_REVIEW_2026-06-17.md,policy,sentinel_ai,canonical_active,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EVENT_NAME_RECONCILIATION_REPORT_2026-05-30.md,docs/governance/EVENT_NAME_RECONCILIATION_REPORT_2026-05-30.md,EVENT_NAME_RECONCILIATION_REPORT_2026-05-30.md,evidence,sentinel_ai,canonical_active,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EVENT_NAME_RECONCILIATION_REPORT_OPERATOR_DECISION_2026-05-30.md,docs/governance/EVENT_NAME_RECONCILIATION_REPORT_OPERATOR_DECISION_2026-05-30.md,EVENT_NAME_RECONCILIATION_REPORT_OPERATOR_DECISION_2026-05-30.md,approval_result,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXACT_READ_ONLY_CURRENT_SENTINEL_DEPLOYMENT_FOOTPRINT_DISCOVERY_MANIFEST_2026-06-13.md,docs/governance/EXACT_READ_ONLY_CURRENT_SENTINEL_DEPLOYMENT_FOOTPRINT_DISCOVERY_MANIFEST_2026-06-13.md,EXACT_READ_ONLY_CURRENT_SENTINEL_DEPLOYMENT_FOOTPRINT_DISCOVERY_MANIFEST_2026-06-13.md,policy,sentinel_ai,historical,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXACT_RELEASE_STAGING_MANIFEST_REVIEW_2026-06-15.md,docs/governance/EXACT_RELEASE_STAGING_MANIFEST_REVIEW_2026-06-15.md,EXACT_RELEASE_STAGING_MANIFEST_REVIEW_2026-06-15.md,policy,sentinel_ai,review_held,public,docs/SENTINEL_MANAGED_REPOSITORY_EVIDENCE_AND_CLASSIFICATION_2026-06-11.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXACT_RELEASE_STAGING_MANIFEST_REVIEW_RESULT_2026-06-15.md,docs/governance/EXACT_RELEASE_STAGING_MANIFEST_REVIEW_RESULT_2026-06-15.md,EXACT_RELEASE_STAGING_MANIFEST_REVIEW_RESULT_2026-06-15.md,review_result,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXACT_SENTINEL_EXECUTIVE_ENVELOPE_COMMAND_CHANGE_REVIEW_2026-06-12.md,docs/governance/EXACT_SENTINEL_EXECUTIVE_ENVELOPE_COMMAND_CHANGE_REVIEW_2026-06-12.md,EXACT_SENTINEL_EXECUTIVE_ENVELOPE_COMMAND_CHANGE_REVIEW_2026-06-12.md,policy,sentinel_os,review_held,held,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXACT_SENTINEL_NEXUS_BHINDI_VAULT_READ_ONLY_POC_TEST_MANIFEST_2026-06-17.md,docs/governance/EXACT_SENTINEL_NEXUS_BHINDI_VAULT_READ_ONLY_POC_TEST_MANIFEST_2026-06-17.md,EXACT_SENTINEL_NEXUS_BHINDI_VAULT_READ_ONLY_POC_TEST_MANIFEST_2026-06-17.md,policy,sentinel_ai,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXACT_STAGING_MANIFEST_REVIEW_CURRENT_CONTROL_PACKET_2026-05-31.md,docs/governance/EXACT_STAGING_MANIFEST_REVIEW_CURRENT_CONTROL_PACKET_2026-05-31.md,EXACT_STAGING_MANIFEST_REVIEW_CURRENT_CONTROL_PACKET_2026-05-31.md,policy,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXACT_STAGING_MANIFEST_REVIEW_CURRENT_CONTROL_PACKET_2026-06-01.md,docs/governance/EXACT_STAGING_MANIFEST_REVIEW_CURRENT_CONTROL_PACKET_2026-06-01.md,EXACT_STAGING_MANIFEST_REVIEW_CURRENT_CONTROL_PACKET_2026-06-01.md,operating_model,sentinel_ai,review_held,restricted,docs/SENTINEL_MANAGED_REPOSITORY_ORGANIZATION_CONTROL_PACKET_2026-06-01.md,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTION_ARCHITECTURE.md,docs/governance/EXECUTION_ARCHITECTURE.md,EXECUTION_ARCHITECTURE.md,policy,sentinel_ai,canonical_active,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTION_TRACE_COMPLETENESS_REPAIR_IMPLEMENTATION_RESULT_2026-06-17.md,docs/governance/EXECUTION_TRACE_COMPLETENESS_REPAIR_IMPLEMENTATION_RESULT_2026-06-17.md,EXECUTION_TRACE_COMPLETENESS_REPAIR_IMPLEMENTATION_RESULT_2026-06-17.md,policy,sentinel_ai,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTION_TRACE_COMPLETENESS_REPAIR_PLAN_2026-06-17.md,docs/governance/EXECUTION_TRACE_COMPLETENESS_REPAIR_PLAN_2026-06-17.md,EXECUTION_TRACE_COMPLETENESS_REPAIR_PLAN_2026-06-17.md,policy,sentinel_ai,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTION_TRACE_DISPATCH_READ_ONLY_REVIEW_2026-06-16.md,docs/governance/EXECUTION_TRACE_DISPATCH_READ_ONLY_REVIEW_2026-06-16.md,EXECUTION_TRACE_DISPATCH_READ_ONLY_REVIEW_2026-06-16.md,evidence,sentinel_ai,active_supporting,internal,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_BOARD_2026-05-11.md,docs/governance/EXECUTIVE_BOARD_2026-05-11.md,EXECUTIVE_BOARD_2026-05-11.md,doctrine,sentinel_ai,review_held,public,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_BOARD_2026-06-11.md,docs/governance/EXECUTIVE_BOARD_2026-06-11.md,EXECUTIVE_BOARD_2026-06-11.md,operating_model,sentinel_ai,superseded,held,docs/SENTINEL_STEERING_DOCUMENT_CANCELLATION_AND_AUTHORITY_LAYER_DIRECTION_2026-06-18.md,d_next_gate: COMPLETE_EXECUTION_TRACE_REPAIR_THEN_APPROVE_FIXTURE_ONLY_POC_TEST_EXECUTION,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
docs/EXECUTIVE_BOARD_2026-06-19.md,docs/governance/EXECUTIVE_BOARD_2026-06-19.md,EXECUTIVE_BOARD_2026-06-19.md,operating_model,sentinel_ai,review_held,restricted,needs_owner_mapping,,,none,medium,Proposed canonical placement based on authority layer and record type.,0.74,yes
